LoanID,AccountNumber,LoanAmount,LoanStartDate,LoanType,InterestRate,LoanTerm,MonthlyRepaymentAmount
70569435,8566725475,17044,2022-08-28,Mortgage,3.88,10,707
88567157,2211247858,23194,2019-12-19,Auto,2.6,10,796
70300203,9659587193,44867,2012-10-02,Personal,3.75,20,492
64240233,4263618213,13072,2011-10-17,Mortgage,8.89,10,902
52302961,1263979476,42999,2019-10-07,Personal,8.18,30,604
68882127,2258627625,8343,2019-01-24,Mortgage,6.01,30,1500
18690626,4223269167,23459,2015-04-27,Auto,7.25,25,321
20935797,8628321758,42897,2018-02-27,Personal,7.2,10,325
32628946,8580156149,15721,2015-03-29,Personal,2.23,30,863
93898213,3586912381,42406,2022-04-12,Personal,8.01,25,1885
49204277,1984990222,15863,2011-08-25,Mortgage,9.16,20,486
66186134,3268946606,23491,2018-02-02,Mortgage,3.3,25,1002
25014874,5132440446,11317,2011-10-30,Auto,5.66,30,469
27454247,3817361381,46403,2010-04-20,Mortgage,7.05,10,1395
92803099,8896721998,41954,2021-08-07,Mortgage,9.8,15,834
95853967,628917812,7094,2014-10-08,Personal,2.8,25,1151
89251851,842480,20782,2017-08-31,Personal,6.58,15,718
55651369,1079234546,20146,2016-12-15,Personal,6.86,20,334
47376744,5369431215,6799,2018-02-24,Auto,4.19,25,255
46479050,9563903574,12646,2010-04-02,Auto,9.27,25,874
35234956,5288862823,44688,2013-10-01,Mortgage,3.05,30,1327
75513866,156556817,39538,2013-04-02,Mortgage,8.13,10,1479
77809811,1637271967,43458,2012-04-07,Auto,1.93,20,1600
90490584,9345762414,11472,2016-12-28,Auto,3.66,25,1929
50806631,353214553,38462,2012-02-22,Personal,4.64,10,1398
66464253,3839582689,25896,2020-01-10,Mortgage,8.14,25,1129
22838195,1929815318,7262,2019-03-06,Mortgage,9.13,25,1347
88932172,3651627116,6153,2015-02-13,Personal,7.47,10,1772
95136128,1732140376,20177,2019-09-10,Mortgage,2.79,25,1529
2111230,975720848,23775,2014-12-03,Mortgage,7.29,25,906
64142289,9267983624,27390,2018-03-11,Auto,5.05,10,1391
48600281,2950365329,26309,2022-04-18,Personal,3.85,30,1369
66726872,3362765066,25591,2015-07-18,Mortgage,5.96,30,1914
98244783,8130996859,5480,2014-08-17,Mortgage,5.47,15,1232
1238889,5978063984,43215,2019-06-19,Auto,3.8,20,946
74932138,6368261373,11388,2017-03-19,Personal,3.51,25,356
95799348,9510090575,31929,2016-08-20,Personal,3.51,25,1079
46789705,1741890900,48220,2018-07-30,Auto,4.03,20,986
55224345,1487741010,30846,2021-02-07,Personal,5.81,25,871
47866692,4632942125,45345,2011-07-12,Personal,5.98,20,341
13411379,5264939656,12471,2014-09-19,Auto,9.46,25,1515
129566,1070135770,40865,2012-03-19,Personal,6.87,30,247
59614031,9349792081,8241,2015-05-15,Auto,2.71,30,1700
73571749,6945119646,33160,2016-05-30,Auto,2.9,25,736
63986871,4620835035,34102,2021-12-08,Mortgage,8.45,15,1069
30685383,4716120852,19109,2020-05-30,Auto,2.63,15,1945
58933998,3539447000,20969,2016-09-23,Auto,6.49,15,664
43725263,8720758210,8914,2016-09-27,Personal,7.73,10,1062
50443407,5965320883,9157,2020-07-25,Personal,3.67,20,1478
50428156,8207399031,8048,2014-05-23,Auto,5.36,25,211
26671988,697556626,11681,2015-04-21,Mortgage,7.7,20,243
61427070,4125055266,15376,2020-05-01,Auto,8.19,15,425
29923684,4758952851,15542,2022-02-13,Personal,6.12,15,1686
50825528,7156494380,49852,2014-05-31,Auto,7.03,10,1090
74423319,4361970056,34824,2012-08-27,Mortgage,8.24,10,1815
37659600,6735620487,7529,2010-12-13,Personal,8.11,20,1553
44827816,4696389351,46626,2016-06-19,Personal,9.42,30,1912
32090727,4944149863,13489,2016-03-04,Mortgage,2.63,10,1183
29841244,4340859569,35086,2017-12-17,Mortgage,9.44,20,662
24620953,4514879091,46101,2022-10-23,Mortgage,8.18,30,642
44460969,7010304474,17787,2021-01-11,Mortgage,6.6,15,1737
25312352,5123805143,45488,2020-03-14,Auto,7.78,20,1553
63773337,1873427966,15286,2012-02-05,Personal,8.69,25,886
30355547,5362905120,45859,2022-11-11,Auto,3.47,20,1059
13439851,4277534967,21189,2018-08-26,Mortgage,9.97,25,937
33021051,8030991636,20728,2020-04-18,Personal,3.43,25,1338
74144425,3297930140,39131,2014-06-11,Mortgage,7.88,20,1940
90297503,2520656582,15293,2020-02-01,Mortgage,4.91,10,752
96991851,3134537183,10609,2012-09-29,Mortgage,4.97,10,1474
76560174,6575456661,43778,2018-08-14,Mortgage,8.05,30,858
10739194,3946345629,15014,2017-03-29,Personal,2.66,10,252
57064842,5128433146,32137,2012-07-27,Mortgage,5.48,15,400
39501059,8224917876,45026,2022-01-09,Mortgage,3.15,25,862
47268961,7171346895,28659,2015-05-07,Auto,8.54,15,728
17445645,5936339561,42649,2018-08-11,Mortgage,4.61,30,1949
20047974,713229695,17338,2017-04-18,Mortgage,2.07,25,978
4531420,9898160857,23621,2022-04-10,Personal,2.35,10,1652
88606696,9090701343,30816,2014-03-01,Mortgage,2.35,30,1254
49137424,1437372036,45808,2010-07-27,Personal,9.15,10,1663
81933138,5093343352,23998,2011-04-04,Mortgage,6.84,20,1999
70594645,5305690459,47847,2019-03-26,Personal,5.97,10,1526
21122268,806193418,32260,2019-10-15,Mortgage,6.67,10,1569
16370048,1338089089,48294,2020-03-26,Mortgage,6.2,15,1712
53980536,4431564005,46632,2011-02-06,Auto,8.15,15,364
42100713,4316043193,29099,2014-01-13,Auto,3.01,15,866
77220361,3338556812,8209,2017-11-15,Mortgage,2.66,10,478
71974407,7464746604,41881,2016-08-17,Mortgage,8.36,10,320
17690980,3545726366,44331,2022-04-18,Mortgage,2.64,10,990
82849513,3595186369,34691,2016-07-31,Mortgage,2.95,10,1385
50219601,2402342280,9705,2019-01-15,Auto,2.49,15,1511
88367596,3650724148,27904,2020-01-04,Auto,2.58,20,1612
51687446,5951563135,49504,2020-09-29,Personal,2.53,20,1106
53689934,8554983999,48852,2021-11-05,Auto,7.91,20,1540
45738007,6456428383,12369,2019-09-01,Auto,3.64,15,1639
13384785,4905675737,19084,2011-01-02,Personal,9.68,25,1536
52227981,1588705107,46411,2018-10-13,Personal,4.47,10,1666
43377396,4901519873,5141,2012-11-05,Personal,2.3,25,1741
99113524,2258685237,7391,2017-08-08,Auto,3.13,20,565
69911936,358805625,21787,2019-04-06,Personal,9.51,25,1399
54731216,9648165443,26292,2020-02-21,Auto,7.02,15,1541
32007384,1088695242,5271,2010-03-04,Auto,4.68,20,1201
97371362,124980524,39839,2022-04-11,Mortgage,8.42,25,1216
99199558,9767749991,25336,2017-04-04,Personal,3.33,15,1091
43889325,5061489700,30913,2010-09-28,Mortgage,8.75,30,1342
95985232,7595357969,5477,2013-06-01,Personal,7.62,25,1792
31502873,8682611860,9562,2021-07-25,Personal,5.88,15,1708
66882621,5464564386,49668,2021-02-01,Mortgage,7.54,30,900
71058813,9467736882,43902,2018-05-01,Mortgage,5.11,15,1755
49442698,8065954001,29466,2017-06-28,Mortgage,3.27,20,1678
24506086,3589419895,17521,2022-06-03,Mortgage,8.05,10,942
20224487,6881116754,23342,2020-07-19,Personal,7.51,10,284
39333880,6667614598,43983,2021-12-08,Mortgage,4.16,25,1990
72243426,3423674794,6578,2010-02-19,Mortgage,3.74,20,1287
84590865,8100475164,46264,2019-08-30,Personal,2.0,30,820
14040564,4025226351,45893,2011-10-20,Mortgage,7.87,15,834
40146899,7438902774,31634,2021-12-07,Auto,2.59,25,883
69951272,8726792575,20173,2011-12-19,Personal,2.48,20,1728
23870633,2737908828,7395,2012-06-07,Mortgage,2.82,30,781
63249380,4020291498,10793,2019-02-23,Personal,2.64,15,1850
76602156,7403962985,17574,2016-07-23,Personal,1.59,25,1189
87676488,6603729866,18503,2017-06-02,Personal,8.3,25,1884
39849711,5216648866,49267,2022-07-04,Auto,3.12,10,541
28678330,106350646,44400,2017-02-19,Personal,2.58,30,771
86568926,6708929805,31171,2015-12-09,Mortgage,8.73,15,1742
26498562,8937386552,26543,2013-09-13,Auto,9.99,30,796
42935307,6123237663,19940,2021-02-12,Mortgage,5.51,25,1508
90583962,9217131465,10952,2012-04-09,Auto,6.85,15,1407
8894968,1123557728,9063,2011-11-17,Auto,3.48,30,811
51936040,6129032742,40860,2011-08-13,Personal,8.13,30,1268
30022583,183565117,11977,2010-08-31,Auto,7.5,25,242
34153287,506022305,8631,2015-07-02,Personal,6.28,15,1740
80885536,1350762315,48533,2013-07-29,Mortgage,3.63,15,511
3320145,5529313960,25031,2016-06-30,Auto,8.58,10,1375
72635820,3317696033,31981,2021-07-14,Auto,6.45,20,842
64082947,8306597738,32658,2020-12-22,Auto,5.37,10,1569
82282935,7436382211,6957,2019-11-19,Personal,4.14,10,1466
84126594,4734950155,17800,2010-03-11,Auto,9.17,15,1547
30723168,502401654,32700,2020-11-08,Auto,8.91,20,287
96344799,3545853469,12299,2013-11-29,Personal,5.75,20,780
90531796,4027056850,11134,2019-05-10,Personal,7.79,15,1893
91864995,9669956659,35462,2015-09-22,Auto,4.31,15,1989
32757695,7682337486,31732,2010-06-14,Mortgage,7.76,10,1177
76981397,8019733227,45949,2019-10-12,Personal,8.29,10,868
9503267,6649912980,25914,2020-07-26,Mortgage,5.6,10,1648
60178388,858960512,7964,2015-05-15,Auto,4.16,15,676
24806218,9617942852,6189,2011-11-14,Auto,7.84,25,1030
57489919,1983366070,44167,2018-03-19,Personal,8.91,30,893
82183844,9313497726,19544,2020-05-17,Auto,6.51,10,369
47936350,4722368603,44466,2022-12-24,Mortgage,2.58,10,1015
45975202,3582821574,40119,2019-11-09,Personal,3.84,15,874
41119930,4720633686,10591,2014-10-26,Personal,2.36,10,809
87790073,6052204092,40458,2022-07-03,Mortgage,3.32,20,1714
52845987,5553740186,46947,2016-11-01,Mortgage,7.99,20,1983
83835564,5501030973,13772,2011-11-21,Mortgage,9.09,10,914
29677381,7503012590,18084,2021-04-06,Auto,6.5,15,1972
21257771,3089258902,19943,2013-07-19,Auto,4.0,20,1308
90060915,4591175563,21818,2018-08-27,Personal,7.62,25,1928
97393332,196399123,40848,2013-12-13,Mortgage,9.63,10,319
37841014,6479514041,10146,2016-06-24,Mortgage,6.57,30,1729
57127793,2675395730,34438,2012-01-02,Mortgage,4.97,15,1370
5374099,8896014516,19544,2014-09-08,Mortgage,4.95,25,707
20572898,7721602020,18366,2018-08-20,Mortgage,2.1,25,1667
78133460,6247351497,11680,2011-08-25,Auto,8.49,25,1402
67583775,8803726096,32966,2011-02-01,Personal,5.16,25,1864
64030811,656958367,24114,2015-01-23,Mortgage,6.02,15,762
34889609,3804432850,25152,2011-10-15,Mortgage,3.03,15,444
52291080,8643767862,5976,2020-02-10,Mortgage,5.29,25,1448
71064212,2732720006,42100,2022-03-18,Mortgage,2.26,25,1428
28119513,5919093344,22820,2022-08-15,Mortgage,6.2,10,1967
83531172,998072058,20898,2017-08-11,Mortgage,3.2,25,1927
90981394,6044709635,40938,2022-09-15,Mortgage,2.75,25,1536
11621606,4070823248,13843,2015-09-18,Personal,3.14,20,637
29348350,71311471,21042,2010-09-05,Personal,3.21,20,1783
79909339,7230505924,46106,2012-08-12,Mortgage,5.16,20,1210
57391382,6728091361,30362,2011-07-17,Personal,3.3,15,454
69862087,8379360444,44084,2013-02-23,Auto,7.72,20,1423
16564613,3840622181,43315,2016-08-20,Mortgage,9.15,30,1814
43063884,9828816666,19772,2015-09-19,Auto,2.55,25,703
4718676,5722018243,13278,2016-08-14,Personal,3.8,20,1064
60298699,7288719652,26232,2010-04-16,Mortgage,9.91,20,1092
62262794,506049512,35051,2021-02-20,Mortgage,3.48,15,535
58094819,2246877644,14922,2021-09-20,Mortgage,2.46,10,1593
52901607,1979966244,41222,2020-06-18,Auto,5.83,15,1391
29246861,3005796020,20513,2019-03-27,Personal,6.14,10,388
87739646,7520203643,31236,2019-01-04,Mortgage,8.38,30,859
34540678,5158334638,21571,2017-10-18,Personal,3.6,15,716
89938864,4290028421,13873,2018-04-11,Auto,8.22,30,1350
7474379,4182390932,12105,2012-07-05,Mortgage,3.89,10,236
50226973,7289933508,38210,2019-01-26,Mortgage,3.39,20,1408
43130287,7428760429,43883,2021-05-16,Mortgage,3.29,15,654
47540027,7514047874,20519,2014-10-11,Mortgage,3.54,10,450
44917315,2592229290,10639,2011-02-03,Auto,9.27,30,1550
78381951,6749905517,19895,2013-03-30,Auto,8.36,20,210
76117538,4534137285,43589,2018-04-19,Personal,7.31,10,1674
93361512,6802211589,25938,2016-06-11,Personal,6.53,20,1295
5710391,8672071112,17590,2019-09-09,Mortgage,2.36,30,1211
53902543,7379752219,12061,2014-05-01,Mortgage,5.61,15,246
21578992,4585048453,9716,2018-10-18,Auto,3.47,10,560
27132569,4080963006,23727,2011-06-08,Auto,8.68,25,1220
3144944,8593057691,14501,2018-10-29,Mortgage,6.19,15,608
52451072,7277309460,26857,2017-10-12,Auto,7.93,20,1898
17814550,397921403,21600,2014-12-18,Mortgage,4.76,20,1317
19163992,1841822798,22508,2010-01-04,Auto,2.26,15,1751
83950313,4475542930,40227,2021-10-27,Auto,4.42,15,395
89628893,1827924729,27128,2020-02-16,Personal,4.28,30,1225
24481683,7930812855,47431,2017-08-07,Mortgage,5.1,25,1464
67358582,5121614600,31363,2021-12-14,Mortgage,9.19,20,705
73228556,2093233892,23380,2017-12-27,Mortgage,4.02,30,1893
6279035,5837410336,7141,2020-12-03,Auto,1.8,30,1125
1821388,406882466,16145,2016-12-16,Personal,3.07,15,943
98233089,7302193491,19944,2016-03-21,Auto,4.14,10,1951
5991947,7362577384,20413,2020-12-03,Mortgage,5.68,20,1528
86876693,7559418070,9806,2019-04-08,Mortgage,7.84,20,1013
49880944,4492785820,35170,2013-07-18,Mortgage,1.5,15,1913
29229326,5343945582,48399,2015-05-18,Personal,4.15,20,1034
36369567,2786350714,46333,2010-02-28,Personal,2.73,25,1214
33069842,5286981168,39607,2011-07-13,Auto,1.51,20,1642
46983673,2804896296,12963,2014-03-28,Mortgage,6.68,15,1210
77363049,9747531513,16375,2019-03-26,Mortgage,3.69,10,1543
25947138,5240357781,5085,2018-08-13,Mortgage,6.92,10,763
99805005,91772009,9597,2022-04-08,Auto,7.56,15,990
14621096,7940726351,25119,2022-05-24,Personal,1.61,15,1789
83811834,6990332718,9059,2010-09-23,Personal,2.67,25,690
45815816,1253035800,8783,2018-08-29,Mortgage,2.36,25,1963
77097337,9170935695,38601,2010-10-04,Auto,4.78,15,1907
7517653,7139527529,29345,2011-10-15,Personal,6.98,15,704
39877105,7410181446,20083,2016-05-18,Mortgage,8.0,20,1698
47402557,5190255848,32769,2013-09-21,Personal,4.87,20,909
30512067,1640546368,49652,2016-06-20,Mortgage,4.37,15,431
30862069,1347632899,22940,2021-05-24,Personal,4.17,25,1659
60027692,1290481618,7674,2013-10-05,Mortgage,7.85,20,1217
26247594,9578402686,30791,2018-07-29,Personal,1.81,15,979
83446902,907817152,11270,2012-09-04,Mortgage,4.26,20,1587
66175071,4379822197,7810,2012-12-01,Personal,4.77,25,512
24467411,5771990696,40400,2010-12-05,Auto,3.77,10,333
4771039,2405399132,37350,2017-11-07,Auto,8.07,20,1145
19526253,968565967,39038,2012-10-04,Personal,6.06,25,1755
59081407,2999304991,20041,2013-04-23,Auto,7.05,25,1822
14508508,8780540742,15778,2013-01-28,Auto,5.28,20,1704
10025612,9469499139,24188,2016-08-21,Auto,4.83,15,1420
18324675,9620387506,28919,2015-05-16,Personal,5.44,15,1710
91154159,7683880851,33056,2018-07-04,Mortgage,5.61,25,1498
87467382,2989804945,12767,2013-04-20,Auto,6.55,15,1538
24757218,8281162374,36471,2014-07-22,Auto,3.14,15,1053
77836396,1333894535,21145,2017-01-31,Personal,3.45,30,416
84769530,6609104647,48492,2012-01-09,Auto,2.96,15,1317
60031838,5207394847,48514,2010-07-11,Mortgage,3.89,15,1570
63968759,5923451812,26189,2013-12-22,Personal,8.66,30,1266
26705863,4294367538,49640,2010-10-03,Auto,5.49,10,1303
26658921,6625182489,25811,2022-06-14,Mortgage,1.7,20,1250
12567751,1653432142,38309,2021-01-11,Auto,6.32,25,495
56148690,9294844536,23793,2018-10-14,Mortgage,9.84,15,588
30297738,4626469652,10308,2014-11-22,Personal,9.09,15,581
91022771,3128674271,6924,2013-07-21,Mortgage,6.08,15,764
3340081,2435233218,17228,2019-07-10,Personal,3.94,10,1630
48692461,9811540189,26963,2021-12-09,Mortgage,8.38,15,285
5077398,7196211923,33280,2017-07-11,Personal,7.49,15,1834
28480085,4306791114,8817,2015-06-27,Personal,9.76,25,766
94246747,9070969700,6383,2010-06-24,Auto,9.75,10,1668
15902071,7250992821,32677,2022-11-26,Personal,2.38,20,616
49345659,6115890921,9272,2014-10-25,Mortgage,4.68,15,379
7364287,3990252052,20290,2019-09-11,Mortgage,1.99,30,1737
11207502,5604613994,9982,2020-01-17,Personal,9.9,25,1242
94165255,9007402335,21733,2021-08-30,Auto,3.15,20,1842
82123569,9643801310,33580,2011-10-30,Personal,3.92,25,1044
25238313,8676996629,44467,2016-12-17,Personal,7.75,15,759
1189131,2799926596,22261,2022-07-11,Auto,9.65,10,960
58456962,9486129662,38642,2020-04-27,Auto,6.51,10,919
12839549,5052439098,10100,2012-08-19,Auto,8.38,20,1191
47855851,7914320681,39148,2018-05-11,Personal,4.63,30,291
81906622,4388777168,44972,2019-07-10,Auto,8.28,15,1606
43374007,4856791213,11960,2016-12-01,Mortgage,4.67,25,1513
64772301,6954603153,31142,2021-04-12,Mortgage,4.28,15,1025
52575835,5922656327,49880,2014-08-28,Auto,8.12,15,609
57833701,9281905382,33324,2013-01-07,Personal,7.98,30,1727
66049416,4249236951,22254,2022-10-28,Mortgage,8.42,25,1866
47036870,2305865411,43997,2012-08-06,Auto,5.88,15,922
51429402,9519395721,25653,2015-07-04,Personal,7.43,10,456
83982786,5167780740,43648,2013-03-12,Personal,4.72,15,744
85128236,2661134018,49256,2019-02-08,Mortgage,5.38,10,1306
77420618,3927323027,39455,2022-05-27,Mortgage,8.01,20,547
19941211,9109104768,26491,2017-07-02,Personal,9.13,15,1802
97258401,2088964435,6169,2021-12-12,Auto,3.97,30,424
53625282,5958260314,19934,2017-04-15,Auto,9.69,15,1432
62373140,6320389302,22788,2016-01-05,Auto,2.76,20,440
75745855,5889507346,49667,2014-07-28,Personal,8.8,15,914
19612221,7427769656,22691,2011-01-14,Auto,3.76,30,1272
12268213,4334142134,38082,2013-05-06,Personal,3.29,30,303
27538664,610235744,42074,2011-11-07,Mortgage,9.95,25,1757
39809910,8291077848,22016,2016-05-18,Personal,5.17,20,503
43970474,9929317944,25581,2016-11-27,Mortgage,7.93,10,1232
56291504,4109957964,19891,2015-11-22,Mortgage,3.03,25,1898
45408216,5815613880,15976,2010-07-09,Personal,4.13,15,1815
47946310,5245405943,37010,2017-12-15,Mortgage,6.57,20,1172
51675284,6847656054,28639,2018-06-27,Personal,8.75,20,1195
10822194,8871483691,31360,2021-04-22,Personal,4.52,25,1910
72478186,8651667753,39402,2016-03-12,Mortgage,9.89,25,1388
90640790,5006932997,23739,2012-06-03,Mortgage,1.64,25,1050
49183838,9839943606,31720,2015-04-22,Personal,9.36,20,1007
56344277,6355917640,26040,2022-01-25,Personal,3.42,10,1327
36927940,6191270620,18920,2017-03-22,Personal,1.55,30,1726
29048716,184311651,39433,2022-06-09,Personal,6.43,20,1120
43394602,2763145007,21825,2015-05-24,Personal,3.44,25,570
85414213,5342314707,23517,2012-01-26,Auto,8.79,15,595
1719891,5330718639,27310,2019-03-06,Auto,9.53,30,1558
10519845,8141095697,22034,2017-06-26,Mortgage,4.05,30,1901
68477456,2203972010,30918,2017-10-20,Personal,7.49,20,212
38944546,4194060749,19458,2019-09-20,Mortgage,9.78,20,1441
59965969,1915422031,38745,2020-02-05,Personal,6.98,30,1836
99139523,209430243,11017,2019-10-01,Mortgage,9.61,30,1182
95806190,5863302593,44577,2015-06-11,Mortgage,4.12,30,1249
16623907,3637689737,31065,2010-01-26,Mortgage,5.35,10,1964
38755547,8313342181,32598,2012-06-07,Mortgage,4.49,25,1408
6116699,4079496139,43955,2015-06-20,Mortgage,9.59,30,1531
86539036,5547116738,19089,2020-06-28,Auto,3.96,15,796
83159045,9422083951,11484,2011-08-26,Mortgage,5.62,20,525
3165243,4549806683,31706,2011-12-08,Auto,3.14,10,825
76056518,3116123584,47481,2020-04-07,Mortgage,7.09,20,367
18651440,8167720738,19901,2010-09-01,Personal,5.05,15,729
17788861,9760624501,10231,2011-11-11,Personal,6.16,10,583
44185325,5895828567,43036,2011-03-31,Mortgage,3.76,20,1418
91540680,8035673072,38975,2022-09-28,Auto,3.54,30,1123
41236755,7301175706,37092,2020-10-14,Personal,2.0,30,1034
91202684,5755493270,34953,2010-08-07,Personal,2.74,30,1991
13473026,6608728436,35597,2014-05-04,Auto,3.55,15,914
30111906,2552003361,49805,2010-12-18,Mortgage,4.61,10,891
55878721,1292532352,26417,2020-01-14,Auto,1.58,10,1696
13891313,4689778482,27663,2019-06-29,Mortgage,2.44,25,1050
40470362,6719990998,30196,2013-04-23,Auto,3.86,15,946
73704169,7839348459,19575,2011-12-01,Personal,6.73,10,304
26120597,2714479768,12241,2022-06-17,Personal,7.34,25,1307
40440590,8909854324,17187,2017-12-13,Mortgage,3.28,20,377
62844771,144195841,11591,2020-10-20,Mortgage,9.34,20,953
69956407,6851014182,14384,2013-10-28,Auto,7.18,10,1551
11497830,9685462362,33359,2013-04-21,Personal,9.99,15,1487
63499301,9134785675,14144,2019-11-20,Auto,4.72,25,917
62331699,4015256138,25666,2012-11-15,Personal,9.48,15,533
24756868,5251059526,37184,2018-11-15,Auto,8.07,30,1543
81613156,4176037244,19438,2018-06-16,Mortgage,5.68,10,1038
65532539,9802367086,25868,2021-03-25,Auto,6.62,10,1975
29017217,5714971337,16824,2014-01-20,Personal,6.03,20,1844
26676291,6710717911,36777,2010-01-17,Mortgage,3.3,15,551
65533803,1741709327,39417,2018-11-19,Auto,2.68,15,661
45142393,1071723061,25159,2018-05-02,Auto,1.8,25,444
58116992,6851334812,20234,2021-06-16,Auto,1.6,20,1716
16507438,2054772716,21531,2020-01-16,Personal,6.23,15,402
36758116,5903668553,29495,2014-01-22,Mortgage,9.4,10,1147
54936720,6812321834,36790,2013-12-05,Personal,2.55,15,941
58849403,3205677651,35314,2013-11-20,Personal,8.64,20,260
47251198,9324273667,43025,2015-09-13,Auto,7.11,15,521
90191460,4976101049,12730,2021-01-21,Mortgage,8.98,10,485
12724866,4196548492,33002,2021-12-01,Personal,3.03,30,470
63893439,957301635,15617,2012-03-06,Personal,3.82,20,351
67885321,3274240588,29323,2011-03-11,Auto,7.87,25,1486
29517832,1149317260,43032,2015-04-09,Auto,6.54,30,898
71447502,2295884752,17414,2020-11-04,Personal,6.23,10,1948
96309762,646658607,31044,2013-12-10,Mortgage,2.97,20,776
1105243,5449015141,29680,2013-11-18,Personal,6.92,25,593
69761704,8089534521,45262,2020-12-01,Auto,7.78,20,564
58522847,1066813823,44622,2013-12-19,Auto,8.94,25,936
28495697,6340513823,21220,2020-03-11,Mortgage,5.06,15,759
93138428,3825512708,24487,2012-05-29,Auto,2.41,10,644
62980144,6244147808,43318,2015-06-01,Auto,4.74,25,822
37864965,763682404,19529,2018-06-30,Mortgage,1.63,30,475
3347858,9415837633,26909,2012-01-28,Personal,4.91,15,1531
70520924,6153281941,6905,2019-12-25,Auto,9.43,25,1979
37222525,8982662345,17191,2016-05-14,Personal,3.18,10,899
49065040,587452009,43552,2013-03-25,Personal,7.03,30,669
14377409,1061043278,15605,2021-06-25,Mortgage,6.92,30,1077
11017743,2756162652,23337,2010-07-10,Personal,4.77,20,1786
18928410,6914856580,38009,2010-06-06,Mortgage,2.61,25,829
65609104,2088893182,39440,2016-01-19,Mortgage,8.33,20,332
81781690,7847895255,42930,2020-04-20,Personal,3.79,10,761
76197119,7143328759,25161,2014-06-13,Auto,9.08,20,452
99764324,469107918,25102,2020-10-11,Personal,3.72,10,861
24553535,5638629518,36361,2020-10-30,Mortgage,9.4,10,411
42342835,1886841777,24103,2017-07-11,Personal,4.37,10,1145
43290127,937818577,49338,2021-01-04,Mortgage,2.19,10,270
22526373,6294887946,32070,2020-04-26,Personal,3.11,15,1713
47751837,7274265792,7504,2010-06-08,Auto,1.67,10,871
29297375,6696951053,15567,2018-09-06,Auto,8.78,20,371
83340480,1756039859,34454,2017-03-30,Mortgage,5.79,20,992
74083840,7390301036,12557,2020-02-10,Auto,2.61,10,1815
89757843,1010809113,7282,2020-09-05,Personal,4.44,25,1558
93532832,8531379016,37106,2020-05-31,Personal,9.89,15,836
42530659,6689104419,24681,2020-07-07,Personal,6.56,20,1581
68251018,7412885232,5545,2016-11-22,Personal,6.93,25,1014
68719627,6541102053,15294,2021-03-08,Personal,7.85,25,1497
42770976,100665300,20629,2017-01-06,Personal,5.16,30,1761
35484562,4501510330,44673,2012-02-05,Auto,3.79,20,1589
44004919,1525451836,12903,2020-08-05,Auto,3.51,15,1186
59665890,4364145142,45832,2021-12-15,Personal,5.25,10,306
61210678,3251864940,22670,2013-02-04,Personal,4.05,30,1528
3593987,3412642502,5990,2019-09-09,Personal,8.41,30,825
8549417,4011310645,41798,2011-01-07,Auto,2.24,15,949
26213724,9446535764,23684,2010-05-30,Personal,5.1,25,606
78793795,2035658876,20308,2012-08-08,Mortgage,7.76,15,1903
84303795,8432986274,15769,2014-03-02,Personal,6.08,15,1239
55165161,2773023026,43633,2016-11-24,Mortgage,2.49,15,1620
36944622,6573702593,8859,2017-03-11,Personal,1.55,25,250
91836974,8967851141,36772,2010-02-08,Mortgage,2.02,30,918
24318092,3094138508,29959,2019-12-22,Mortgage,5.13,25,406
71008713,9120817517,9368,2019-10-25,Auto,5.07,30,776
3938213,2178197418,41503,2017-12-18,Auto,4.68,30,759
98721532,3123353783,14799,2015-08-18,Auto,9.56,10,1367
7632963,8970190547,27749,2012-10-03,Personal,3.54,15,651
29172208,1557451476,47094,2021-06-04,Mortgage,7.96,25,1048
18390780,9575691915,7542,2013-07-18,Mortgage,9.72,15,1433
3374666,150042950,31180,2019-07-01,Personal,5.44,15,1331
34122565,1699554712,45938,2016-05-17,Personal,3.7,25,1912
63833924,6220477707,23321,2019-05-05,Personal,6.85,15,475
6486798,2055822870,34787,2010-04-23,Auto,2.32,20,262
74563419,641848605,38827,2011-03-27,Mortgage,9.4,25,1629
64292322,5934063167,44317,2015-08-27,Mortgage,5.96,15,1487
53816026,5130891578,6481,2012-03-18,Auto,3.5,20,1093
67848678,666636256,31679,2018-10-30,Personal,6.66,20,1941
90446424,9656751249,28411,2015-01-06,Personal,7.78,10,810
35240419,7699573407,17790,2017-12-15,Auto,1.92,30,1518
47846195,4054042489,13679,2022-08-15,Personal,4.33,25,1317
68827211,5917120595,39855,2016-05-22,Personal,6.69,30,1013
45462993,1533021165,12717,2022-07-12,Personal,8.84,25,1195
30162799,8366620567,18690,2016-03-29,Mortgage,9.31,10,1784
85209154,6853368051,16761,2020-08-26,Auto,2.98,25,429
52257515,125564758,40037,2019-01-09,Personal,7.48,30,781
40812553,5748500422,28141,2021-03-02,Personal,6.88,15,483
43063256,7734563819,22757,2017-12-25,Mortgage,4.37,15,705
84404571,2102729834,27635,2010-08-23,Mortgage,7.11,20,1665
53328329,711900036,7282,2022-01-26,Mortgage,6.85,10,1359
45435681,2180898032,27817,2019-02-12,Personal,9.6,20,1140
82187250,3495963637,25990,2016-11-06,Personal,5.65,10,1475
66314091,1190454258,9569,2021-11-14,Personal,5.75,20,1574
13024140,6988947688,29171,2022-08-30,Auto,5.33,20,1706
19928239,7490103943,39560,2022-11-26,Auto,5.21,25,215
